timestamp,event_type,key,button,scroll_dx,scroll_dy,mouse_x,mouse_y,event_state
1748625288.3751714,mouse_click,,Button.left,,,969,1048,pressed
1748625288.4862237,mouse_click,,Button.left,,,969,1048,released
1748625289.025817,mouse_move,,,,,964,1026,moved
1748625289.032249,mouse_move,,,,,955,994,moved
1748625289.040539,mouse_move,,,,,947,966,moved
1748625289.0473077,mouse_move,,,,,940,944,moved
1748625289.0542324,mouse_move,,,,,932,922,moved
1748625289.0608032,mouse_move,,,,,926,905,moved
1748625289.0669384,mouse_move,,,,,922,891,moved
1748625289.0752463,mouse_move,,,,,917,877,moved
1748625289.0823443,mouse_move,,,,,913,866,moved
1748625289.089077,mouse_move,,,,,911,858,moved
1748625289.0962346,mouse_move,,,,,909,853,moved
1748625289.1029797,mouse_move,,,,,909,850,moved
1748625289.1097105,mouse_move,,,,,907,848,moved
1748625289.1167102,mouse_move,,,,,907,847,moved
1748625289.124245,mouse_move,,,,,907,846,moved
1748625289.144125,mouse_move,,,,,907,846,moved
1748625291.9571786,keyboard,Key.space,,,,907,846,pressed
1748625292.068811,keyboard,Key.space,,,,907,846,released
1748625292.8655322,mouse_move,,,,,889,828,moved
1748625292.8724785,mouse_move,,,,,866,806,moved
1748625292.8788865,mouse_move,,,,,846,791,moved
1748625292.8860576,mouse_move,,,,,834,780,moved
1748625292.8934965,mouse_move,,,,,824,773,moved
1748625292.900567,mouse_move,,,,,815,767,moved
1748625292.907249,mouse_move,,,,,806,762,moved
1748625292.9149435,mouse_move,,,,,799,759,moved
1748625292.9203575,mouse_move,,,,,793,756,moved
1748625292.928717,mouse_move,,,,,786,753,moved
1748625292.9341145,mouse_move,,,,,782,752,moved
1748625292.9429007,mouse_move,,,,,779,750,moved
1748625292.9498217,mouse_move,,,,,776,749,moved
1748625292.9562483,mouse_move,,,,,773,748,moved
1748625292.9638689,mouse_move,,,,,770,748,moved
1748625292.969919,mouse_move,,,,,769,748,moved
1748625292.9781234,mouse_move,,,,,767,748,moved
1748625292.9848807,mouse_move,,,,,766,748,moved
1748625292.991546,mouse_move,,,,,765,748,moved
1748625292.9970903,mouse_move,,,,,764,748,moved
1748625293.0046751,mouse_move,,,,,764,748,moved
1748625293.0114334,mouse_move,,,,,763,748,moved
1748625293.0271347,mouse_move,,,,,763,748,moved
1748625293.0331423,mouse_move,,,,,763,748,moved
1748625293.040246,mouse_move,,,,,762,748,moved
1748625293.0461912,mouse_move,,,,,762,748,moved
1748625293.0550945,mouse_move,,,,,762,748,moved
1748625293.0689023,mouse_move,,,,,762,749,moved
1748625293.0824094,mouse_move,,,,,762,749,moved
1748625293.09573,mouse_move,,,,,762,750,moved
1748625293.1036592,mouse_move,,,,,762,750,moved
1748625293.1094131,mouse_move,,,,,762,751,moved
1748625293.1313965,mouse_move,,,,,762,751,moved
1748625293.1449826,mouse_move,,,,,762,752,moved
1748625293.158578,mouse_move,,,,,762,752,moved
1748625293.1650887,mouse_move,,,,,762,752,moved
1748625293.1793098,mouse_move,,,,,762,752,moved
1748625293.186468,mouse_move,,,,,763,752,moved
1748625293.193595,mouse_move,,,,,764,752,moved
1748625293.2013516,mouse_move,,,,,764,750,moved
1748625293.2074325,mouse_move,,,,,767,748,moved
1748625293.2155533,mouse_move,,,,,768,743,moved
1748625293.222646,mouse_move,,,,,771,738,moved
1748625293.2297351,mouse_move,,,,,773,729,moved
1748625293.235269,mouse_move,,,,,775,720,moved
1748625293.2436767,mouse_move,,,,,775,712,moved
1748625293.2495425,mouse_move,,,,,777,700,moved
1748625293.257631,mouse_move,,,,,777,689,moved
1748625293.2642455,mouse_move,,,,,777,678,moved
1748625293.2698593,mouse_move,,,,,777,668,moved
1748625293.2785063,mouse_move,,,,,776,657,moved
1748625293.2850296,mouse_move,,,,,776,648,moved
1748625293.2920425,mouse_move,,,,,775,641,moved
1748625293.2995398,mouse_move,,,,,775,634,moved
1748625293.30623,mouse_move,,,,,775,629,moved
1748625293.3119273,mouse_move,,,,,775,625,moved
1748625293.3204064,mouse_move,,,,,775,622,moved
1748625293.3269165,mouse_move,,,,,775,620,moved
1748625293.3343842,mouse_move,,,,,775,618,moved
1748625293.3411977,mouse_move,,,,,775,617,moved
1748625293.348036,mouse_move,,,,,774,615,moved
1748625293.3570716,mouse_move,,,,,774,615,moved
1748625293.3692205,mouse_move,,,,,774,614,moved
1748625293.3832095,mouse_move,,,,,774,614,moved
1748625293.4321382,mouse_move,,,,,774,614,moved
1748625293.4466808,mouse_move,,,,,774,614,moved
1748625293.4668627,mouse_move,,,,,774,614,moved
1748625293.4746404,mouse_move,,,,,773,614,moved
1748625293.4884422,mouse_move,,,,,773,615,moved
1748625293.4941018,mouse_move,,,,,773,615,moved
1748625293.5155468,mouse_move,,,,,773,616,moved
1748625293.5432186,mouse_move,,,,,773,616,moved
1748625293.5572596,mouse_move,,,,,773,617,moved
1748625293.606007,mouse_move,,,,,773,617,moved
1748625293.627617,mouse_move,,,,,773,618,moved
1748625293.6407585,mouse_move,,,,,773,618,moved
1748625293.6556742,mouse_move,,,,,773,618,moved
1748625293.6617205,mouse_move,,,,,773,619,moved
1748625293.6756394,mouse_move,,,,,773,620,moved
1748625293.691104,mouse_move,,,,,773,620,moved
1748625293.6968462,mouse_move,,,,,773,620,moved
1748625293.7115746,mouse_move,,,,,774,621,moved
1748625293.7262044,mouse_move,,,,,774,621,moved
1748625293.7330706,mouse_move,,,,,774,622,moved
1748625293.7396946,mouse_move,,,,,774,622,moved
1748625293.7466109,mouse_move,,,,,774,623,moved
1748625293.760673,mouse_move,,,,,774,624,moved
1748625293.7679253,mouse_move,,,,,774,624,moved
1748625293.7745364,mouse_move,,,,,774,625,moved
1748625293.7820477,mouse_move,,,,,774,625,moved
1748625293.7883632,mouse_move,,,,,774,626,moved
1748625293.7957084,mouse_move,,,,,774,626,moved
1748625293.8080719,mouse_move,,,,,774,627,moved
1748625293.816971,mouse_move,,,,,774,628,moved
1748625293.823401,mouse_move,,,,,774,628,moved
1748625293.8310556,mouse_move,,,,,774,629,moved
1748625293.8368607,mouse_move,,,,,774,629,moved
1748625293.8588724,mouse_move,,,,,774,630,moved
1748625293.8714058,mouse_move,,,,,774,630,moved
1748625293.8854575,mouse_move,,,,,774,631,moved
1748625294.4310095,mouse_move,,,,,774,635,moved
1748625294.4391565,mouse_move,,,,,774,640,moved
1748625294.446691,mouse_move,,,,,775,647,moved
1748625294.452547,mouse_move,,,,,775,653,moved
1748625294.4595118,mouse_move,,,,,776,660,moved
1748625294.4666083,mouse_move,,,,,777,666,moved
1748625294.4731617,mouse_move,,,,,778,671,moved
1748625294.4799821,mouse_move,,,,,779,676,moved
1748625294.4868362,mouse_move,,,,,780,679,moved
1748625294.494032,mouse_move,,,,,781,681,moved
1748625294.5011365,mouse_move,,,,,781,684,moved
1748625294.508049,mouse_move,,,,,781,686,moved
1748625294.5145063,mouse_move,,,,,781,687,moved
1748625294.5217266,mouse_move,,,,,781,689,moved
1748625294.5297768,mouse_move,,,,,782,690,moved
1748625294.536513,mouse_move,,,,,782,691,moved
1748625294.5434458,mouse_move,,,,,783,692,moved
1748625294.5496614,mouse_move,,,,,783,693,moved
1748625294.5569746,mouse_move,,,,,783,693,moved
1748625294.5644386,mouse_move,,,,,783,694,moved
1748625294.578912,mouse_move,,,,,783,694,moved
1748625294.5854876,mouse_move,,,,,783,695,moved
1748625294.5926082,mouse_move,,,,,783,695,moved
1748625294.5993774,mouse_move,,,,,783,696,moved
1748625294.6060867,mouse_move,,,,,783,697,moved
1748625294.6204464,mouse_move,,,,,784,697,moved
1748625294.6279478,mouse_move,,,,,784,698,moved
1748625294.6344178,mouse_move,,,,,784,698,moved
1748625294.6476452,mouse_move,,,,,784,699,moved
1748625294.6622686,mouse_move,,,,,784,699,moved
1748625294.6752493,mouse_move,,,,,784,700,moved
1748625294.6822922,mouse_move,,,,,785,700,moved
1748625294.6979318,mouse_move,,,,,785,701,moved
1748625294.7122483,mouse_move,,,,,785,701,moved
1748625294.71901,mouse_move,,,,,786,701,moved
1748625294.7261147,mouse_move,,,,,786,702,moved
1748625294.789241,mouse_move,,,,,786,702,moved
1748625294.8023093,mouse_move,,,,,786,703,moved
1748625296.9010572,mouse_move,,,,,811,684,moved
1748625296.9082131,mouse_move,,,,,850,651,moved
1748625296.9144685,mouse_move,,,,,895,608,moved
1748625296.9213688,mouse_move,,,,,935,563,moved
1748625296.9291377,mouse_move,,,,,979,516,moved
1748625296.9359674,mouse_move,,,,,1019,471,moved
1748625296.9430916,mouse_move,,,,,1059,432,moved
1748625296.9497154,mouse_move,,,,,1091,398,moved
1748625296.9569058,mouse_move,,,,,1117,372,moved
1748625296.9635487,mouse_move,,,,,1135,355,moved
1748625296.9701781,mouse_move,,,,,1148,342,moved
1748625296.976627,mouse_move,,,,,1158,332,moved
1748625296.9845166,mouse_move,,,,,1165,326,moved
1748625296.9915648,mouse_move,,,,,1170,321,moved
1748625296.9990814,mouse_move,,,,,1175,318,moved
1748625297.0052357,mouse_move,,,,,1177,317,moved
1748625297.0112987,mouse_move,,,,,1178,315,moved
1748625297.2726521,mouse_move,,,,,1201,305,moved
1748625297.2786276,mouse_move,,,,,1232,289,moved
1748625297.285612,mouse_move,,,,,1254,274,moved
1748625297.2915366,mouse_move,,,,,1278,259,moved
1748625297.298955,mouse_move,,,,,1298,246,moved
1748625297.306305,mouse_move,,,,,1319,234,moved
1748625297.3128617,mouse_move,,,,,1332,225,moved
1748625297.3209167,mouse_move,,,,,1348,217,moved
1748625297.326365,mouse_move,,,,,1361,210,moved
1748625297.33402,mouse_move,,,,,1372,206,moved
1748625297.3402464,mouse_move,,,,,1380,202,moved
1748625297.3474998,mouse_move,,,,,1390,199,moved
1748625297.356269,mouse_move,,,,,1396,196,moved
1748625297.3617914,mouse_move,,,,,1402,194,moved
1748625297.3682306,mouse_move,,,,,1406,192,moved
1748625297.3752372,mouse_move,,,,,1409,190,moved
1748625297.3826084,mouse_move,,,,,1413,189,moved
1748625297.3895664,mouse_move,,,,,1415,187,moved
1748625297.395907,mouse_move,,,,,1417,186,moved
1748625297.4035277,mouse_move,,,,,1419,185,moved
1748625297.4116652,mouse_move,,,,,1418,185,moved
1748625297.641663,mouse_move,,,,,1426,184,moved
1748625297.6478999,mouse_move,,,,,1441,180,moved
1748625297.6560116,mouse_move,,,,,1458,175,moved
1748625297.6628609,mouse_move,,,,,1472,170,moved
1748625297.6695309,mouse_move,,,,,1483,168,moved
1748625297.6764812,mouse_move,,,,,1493,164,moved
1748625297.6841242,mouse_move,,,,,1501,162,moved
1748625297.691002,mouse_move,,,,,1509,160,moved
1748625297.697322,mouse_move,,,,,1516,159,moved
1748625297.7046003,mouse_move,,,,,1522,157,moved
1748625297.7111404,mouse_move,,,,,1527,156,moved
1748625297.718624,mouse_move,,,,,1530,156,moved
1748625297.7259207,mouse_move,,,,,1533,156,moved
1748625297.7318037,mouse_move,,,,,1537,155,moved
1748625297.7387264,mouse_move,,,,,1539,155,moved
1748625297.7459242,mouse_move,,,,,1540,154,moved
1748625297.754095,mouse_move,,,,,1541,154,moved
1748625297.7605817,mouse_move,,,,,1543,154,moved
1748625297.7674747,mouse_move,,,,,1545,154,moved
1748625297.7739828,mouse_move,,,,,1546,154,moved
1748625297.7817707,mouse_move,,,,,1547,154,moved
1748625297.7880971,mouse_move,,,,,1549,154,moved
1748625297.79558,mouse_move,,,,,1550,154,moved
1748625297.803002,mouse_move,,,,,1551,154,moved
1748625297.8089821,mouse_move,,,,,1552,154,moved
1748625297.8172317,mouse_move,,,,,1555,154,moved
1748625297.8234136,mouse_move,,,,,1556,154,moved
1748625297.8296964,mouse_move,,,,,1558,154,moved
1748625297.8371136,mouse_move,,,,,1559,154,moved
1748625297.8446133,mouse_move,,,,,1561,154,moved
1748625297.8515182,mouse_move,,,,,1563,155,moved
1748625297.8587253,mouse_move,,,,,1564,155,moved
1748625297.8645816,mouse_move,,,,,1565,155,moved
1748625297.8715374,mouse_move,,,,,1566,155,moved
1748625297.879075,mouse_move,,,,,1567,155,moved
1748625297.88632,mouse_move,,,,,1567,155,moved
1748625297.893542,mouse_move,,,,,1568,155,moved
1748625297.9007924,mouse_move,,,,,1569,155,moved
1748625297.907868,mouse_move,,,,,1569,155,moved
1748625297.9150634,mouse_move,,,,,1570,155,moved
1748625297.9222043,mouse_move,,,,,1571,155,moved
1748625297.9279563,mouse_move,,,,,1571,155,moved
1748625297.935101,mouse_move,,,,,1572,155,moved
1748625297.9432125,mouse_move,,,,,1572,155,moved
1748625297.9502382,mouse_move,,,,,1573,155,moved
1748625297.9572153,mouse_move,,,,,1573,155,moved
1748625297.9775856,mouse_move,,,,,1574,155,moved
1748625298.0199952,mouse_move,,,,,1574,155,moved
1748625298.0411453,mouse_move,,,,,1574,155,moved
1748625298.0550632,mouse_move,,,,,1573,155,moved
1748625298.060531,mouse_move,,,,,1573,155,moved
1748625298.074678,mouse_move,,,,,1572,155,moved
1748625298.0819628,mouse_move,,,,,1572,155,moved
1748625298.089143,mouse_move,,,,,1571,155,moved
1748625298.096879,mouse_move,,,,,1570,155,moved
1748625298.103971,mouse_move,,,,,1570,155,moved
1748625298.1093514,mouse_move,,,,,1569,155,moved
1748625298.117274,mouse_move,,,,,1568,155,moved
1748625298.12434,mouse_move,,,,,1567,155,moved
1748625298.131441,mouse_move,,,,,1566,155,moved
1748625298.137921,mouse_move,,,,,1564,155,moved
1748625298.144769,mouse_move,,,,,1563,155,moved
1748625298.1521215,mouse_move,,,,,1562,155,moved
1748625298.158871,mouse_move,,,,,1560,156,moved
1748625298.165319,mouse_move,,,,,1559,156,moved
1748625298.1725068,mouse_move,,,,,1558,156,moved
1748625298.1799242,mouse_move,,,,,1557,156,moved
1748625298.1862483,mouse_move,,,,,1557,156,moved
1748625298.1936016,mouse_move,,,,,1556,156,moved
1748625298.2019203,mouse_move,,,,,1555,156,moved
1748625298.208588,mouse_move,,,,,1554,156,moved
1748625298.2226453,mouse_move,,,,,1554,156,moved
1748625298.2298124,mouse_move,,,,,1553,156,moved
1748625298.2377133,mouse_move,,,,,1552,156,moved
1748625298.2508328,mouse_move,,,,,1552,156,moved
1748625298.2577517,mouse_move,,,,,1552,156,moved
1748625298.9697106,mouse_click,,Button.left,,,1552,156,pressed
1748625299.200196,mouse_click,,Button.left,,,1552,156,released
1748625299.817835,mouse_move,,,,,1523,173,moved
1748625299.8240907,mouse_move,,,,,1473,197,moved
1748625299.8318183,mouse_move,,,,,1417,226,moved
1748625299.8381584,mouse_move,,,,,1362,253,moved
1748625299.8451238,mouse_move,,,,,1307,277,moved
1748625299.852591,mouse_move,,,,,1257,299,moved
1748625299.859825,mouse_move,,,,,1220,318,moved
1748625299.8662868,mouse_move,,,,,1189,331,moved
1748625299.873153,mouse_move,,,,,1172,338,moved
1748625299.8804991,mouse_move,,,,,1159,345,moved
1748625299.887475,mouse_move,,,,,1151,349,moved
1748625299.8938382,mouse_move,,,,,1147,351,moved
1748625299.9014945,mouse_move,,,,,1142,352,moved
1748625299.908675,mouse_move,,,,,1141,352,moved
1748625299.91578,mouse_move,,,,,1140,351,moved
1748625300.1594775,mouse_move,,,,,1146,376,moved
1748625300.1655617,mouse_move,,,,,1156,409,moved
1748625300.173215,mouse_move,,,,,1168,437,moved
1748625300.1804945,mouse_move,,,,,1176,461,moved
1748625300.1869063,mouse_move,,,,,1184,482,moved
1748625300.1939745,mouse_move,,,,,1191,501,moved
1748625300.2012246,mouse_move,,,,,1197,516,moved
1748625300.2077863,mouse_move,,,,,1203,529,moved
1748625300.2163525,mouse_move,,,,,1209,541,moved
1748625300.2224505,mouse_move,,,,,1214,552,moved
1748625300.2302935,mouse_move,,,,,1218,561,moved
1748625300.2372577,mouse_move,,,,,1223,568,moved
1748625300.2432384,mouse_move,,,,,1227,574,moved
1748625300.2502987,mouse_move,,,,,1228,577,moved
1748625300.257283,mouse_move,,,,,1231,579,moved
1748625300.2642078,mouse_move,,,,,1232,582,moved
1748625300.2711482,mouse_move,,,,,1234,583,moved
1748625300.2781363,mouse_move,,,,,1234,584,moved
1748625300.285099,mouse_move,,,,,1236,585,moved
1748625300.2931478,mouse_move,,,,,1235,585,moved
1748625303.4487457,keyboard,e,,,,1235,585,pressed
1748625303.516902,keyboard,r,,,,1235,585,pressed
1748625303.572884,keyboard,e,,,,1235,585,released
1748625303.636614,keyboard,r,,,,1235,585,released
1748625303.6650598,keyboard,i,,,,1235,585,pressed
1748625303.7489367,keyboard,i,,,,1235,585,released
1748625303.7650392,keyboard,c,,,,1235,585,pressed
1748625303.8689842,keyboard,c,,,,1235,585,released
1748625303.876739,keyboard,k,,,,1235,585,pressed
1748625303.966212,keyboard,k,,,,1235,585,released
1748625304.3972855,keyboard,Key.space,,,,1235,585,pressed
1748625304.4775453,keyboard,Key.space,,,,1235,585,released
1748625304.5291014,keyboard,a,,,,1235,585,pressed
1748625304.6490872,keyboard,a,,,,1235,585,released
1748625304.7005348,keyboard,l,,,,1235,585,pressed
1748625304.8047178,keyboard,l,,,,1235,585,released
1748625304.8371427,keyboard,e,,,,1235,585,pressed
1748625304.91291,keyboard,e,,,,1235,585,released
1748625305.0816371,keyboard,x,,,,1235,585,pressed
1748625305.173139,keyboard,x,,,,1235,585,released
1748625305.2412546,keyboard,a,,,,1235,585,pressed
1748625305.3415341,keyboard,a,,,,1235,585,released
1748625305.4124923,keyboard,n,,,,1235,585,pressed
1748625305.4968486,keyboard,n,,,,1235,585,released
1748625305.5251403,keyboard,d,,,,1235,585,pressed
1748625305.6089458,keyboard,d,,,,1235,585,released
1748625305.6971567,keyboard,e,,,,1235,585,pressed
1748625305.757843,keyboard,e,,,,1235,585,released
1748625305.8404944,keyboard,r,,,,1235,585,pressed
1748625305.908341,keyboard,r,,,,1235,585,released
1748625305.9926727,keyboard,Key.space,,,,1235,585,pressed
1748625306.0566094,keyboard,Key.space,,,,1235,585,released
1748625306.1685557,keyboard,n,,,,1235,585,pressed
1748625306.2303367,keyboard,n,,,,1235,585,released
1748625306.2853644,keyboard,o,,,,1235,585,pressed
1748625306.3450487,keyboard,o,,,,1235,585,released
1748625306.3572302,keyboard,b,,,,1235,585,pressed
1748625306.4182322,keyboard,b,,,,1235,585,released
1748625306.4614134,keyboard,o,,,,1235,585,pressed
1748625306.5376914,keyboard,o,,,,1235,585,released
1748625306.5524845,keyboard,Key.space,,,,1235,585,pressed
1748625306.6090026,keyboard,Key.space,,,,1235,585,released
1748625306.7055655,keyboard,a,,,,1235,585,pressed
1748625306.8012686,keyboard,a,,,,1235,585,released
1748625308.1450303,keyboard,Key.space,,,,1235,585,pressed
1748625308.23671,keyboard,Key.space,,,,1235,585,released
1748625308.2449362,keyboard,c,,,,1235,585,pressed
1748625308.3367965,keyboard,a,,,,1235,585,pressed
1748625308.3651774,keyboard,c,,,,1235,585,released
1748625308.4134524,keyboard,s,,,,1235,585,pressed
1748625308.4774246,keyboard,a,,,,1235,585,released
1748625308.6017945,keyboard,s,,,,1235,585,released
1748625308.673315,keyboard,t,,,,1235,585,pressed
1748625308.7820046,keyboard,r,,,,1235,585,pressed
1748625308.8292112,keyboard,t,,,,1235,585,released
1748625308.9252048,keyboard,r,,,,1235,585,released
1748625308.9738486,keyboard,o,,,,1235,585,pressed
1748625309.0445232,keyboard,o,,,,1235,585,released
1748625310.484854,keyboard,Key.esc,,,,1235,585,pressed
1748625310.5492256,keyboard,Key.esc,,,,1235,585,released
